frame,track_id,class_name,x1,y1,x2,y2,center_x,center_y,world_x,world_y,confidence,velocity_ms
1,6,person,800.35,432.1,810.42,454.44,805.73,443.25,40.2865,22.1626,0.5166,0.5159
1,7,car,937.18,971.39,989.11,1008.8,963.23,990.08,48.1613,49.504,0.6164,0.1222
1,8,car,542.55,511.46,600.56,558.87,570.74,535.37,28.5368,26.7687,0.8064,1.2688
1,9,car,636.8,693.15,676.75,744.85,656.62,719.11,32.8308,35.9554,0.7836,0.2837
1,10,car,751.55,664.67,786.69,699.92,769.08,682.27,38.454,34.1136,0.7717,0.0757
1,11,car,319.83,535.88,380.72,575.23,349.87,555.52,17.4935,27.7758,0.6721,0.6103
1,12,car,407.0,522.75,468.91,574.59,437.34,548.3,21.8672,27.415,0.6051,1.0733
1,13,truck,1186.12,930.9,1337.84,1079.49,1262.12,1005.2,63.1058,50.26,0.5513,0.2066
1,14,car,610.47,349.5,638.12,413.97,624.19,381.75,31.2097,19.0875,0.571,0.1536
1,15,car,706.67,733.77,735.56,772.89,721.07,753.28,36.0535,37.6639,0.5274,0.103
1,16,car,395.25,794.9,428.54,856.3,411.92,825.61,20.596,41.2807,0.5221,0.0458
1,17,car,1120.89,683.95,1151.47,740.93,1136.14,712.44,56.8069,35.6222,0.4964,0.062
1,18,car,626.55,626.86,662.25,667.15,644.4,647.0,32.2201,32.3501,0.5382,0.0
1,19,car,758.99,246.44,784.42,287.9,771.71,267.17,38.5854,13.3584,0.5035,0.0
2,1,person,1385.29,433.2,1399.51,464.49,1392.36,449.13,69.6181,22.4567,0.6553,0.2198
2,2,person,1360.14,432.19,1373.04,458.45,1366.54,445.38,68.327,22.2688,0.6603,0.056
2,3,person,1321.97,435.87,1334.43,463.02,1328.14,449.48,66.4072,22.4742,0.5131,0.0508
2,4,person,889.47,438.25,898.63,460.71,893.77,449.31,44.6885,22.4656,0.4788,0.2437
2,5,person,716.19,614.21,730.99,639.32,724.55,626.44,36.2273,31.3218,0.5076,0.7577
2,6,person,799.76,432.61,810.59,454.6,805.54,443.37,40.2772,22.1685,0.4963,0.3292
2,7,car,937.15,971.42,989.08,1008.95,963.19,990.12,48.1595,49.5058,0.6197,0.0785
2,8,car,545.17,510.68,599.92,558.47,571.34,535.11,28.5669,26.7554,0.773,0.9885
2,9,car,636.88,693.23,676.68,744.86,656.67,719.09,32.8336,35.9543,0.7733,0.0887
2,10,car,751.57,664.77,786.68,699.91,769.1,682.3,38.4548,34.1148,0.7759,0.0415
2,11,car,319.42,504.28,381.72,575.46,350.1,550.3,17.5052,27.515,0.6555,7.8335
2,12,car,408.66,521.12,469.77,574.08,437.97,548.07,21.8985,27.4033,0.6036,0.9996
2,13,truck,1185.96,931.33,1338.17,1079.5,1262.1,1005.27,63.105,50.2636,0.5509,0.1101
2,14,car,610.28,349.7,638.21,414.36,624.21,381.84,31.2105,19.0921,0.5299,0.1417
2,15,car,706.55,733.69,735.63,772.72,721.08,753.25,36.0538,37.6627,0.5301,0.0373
2,16,car,395.3,795.0,428.47,856.24,411.91,825.62,20.5954,41.2808,0.5119,0.0173
2,17,car,1120.86,683.9,1151.54,741.07,1136.16,712.46,56.808,35.6228,0.4905,0.0357
2,18,car,626.78,626.69,662.32,667.06,644.48,646.94,32.2238,32.347,0.4893,0.145
2,19,car,759.22,246.65,784.6,288.08,771.81,267.27,38.5904,13.3633,0.5124,0.2092
2,20,motorcycle,1077.49,728.78,1093.13,755.79,1085.31,742.28,54.2655,37.1141,0.5098,0.0
2,21,car,587.9,411.94,623.17,474.23,605.53,443.08,30.2767,22.1542,0.5734,0.0
3,1,person,1386.05,433.37,1399.26,461.29,1392.44,448.68,69.6218,22.4342,0.6695,0.6866
3,2,person,1360.19,432.11,1372.76,458.37,1366.52,445.34,68.3262,22.2671,0.5625,0.057
3,3,person,1322.09,436.05,1334.42,463.09,1328.17,449.5,66.4086,22.4752,0.4889,0.0523
3,4,person,889.92,438.47,898.98,461.09,893.94,449.43,44.697,22.4714,0.537,0.3095
3,5,person,715.79,613.76,731.18,639.67,724.28,626.51,36.2141,31.3253,0.5358,0.4095
3,6,person,794.83,429.75,810.48,454.81,804.82,443.1,40.2411,22.1549,0.5172,1.1573
3,7,car,937.16,971.54,989.08,1009.21,963.17,990.18,48.1586,49.5091,0.6895,0.1008
3,8,car,546.52,509.66,600.96,558.03,571.94,534.79,28.5969,26.7397,0.798,1.0173
3,9,car,636.7,693.34,676.72,744.86,656.68,719.09,32.834,35.9545,0.802,0.0147
3,10,car,751.5,664.77,786.68,699.9,769.09,682.31,38.4547,34.1153,0.7914,0.0155
3,11,car,319.3,524.89,382.35,575.68,350.28,550.3,17.5142,27.5148,0.5832,0.27
3,12,car,410.01,520.58,469.08,573.82,438.36,547.85,21.9182,27.3925,0.6613,0.6749
3,14,car,610.27,349.91,638.32,417.89,624.23,382.36,31.2116,19.1179,0.4662,0.7726
3,15,car,706.66,733.72,735.52,772.61,721.08,753.23,36.0541,37.6616,0.5474,0.0339
3,16,car,395.33,794.8,428.55,856.26,411.92,825.59,20.5958,41.2797,0.5214,0.0346
3,17,car,1120.84,683.87,1151.36,741.75,1136.14,712.54,56.8072,35.6272,0.5073,0.1337
3,18,car,627.0,626.79,662.35,667.31,644.54,646.98,32.2271,32.3488,0.5591,0.1139
3,19,car,759.7,246.07,784.01,287.28,771.82,267.07,38.5912,13.3534,0.4067,0.2962
4,1,person,1386.38,433.24,1399.21,459.76,1392.51,448.25,69.6254,22.4123,0.7045,0.6633
4,2,person,1360.32,432.33,1372.87,458.32,1366.54,445.34,68.3269,22.2669,0.5795,0.022
4,3,person,1322.13,436.17,1334.37,462.99,1328.19,449.52,66.4093,22.476,0.5383,0.0321
4,4,person,886.11,438.79,898.95,464.93,893.66,449.91,44.6829,22.4957,0.5481,0.8445
4,5,person,720.18,614.01,731.29,638.92,724.57,626.5,36.2286,31.3249,0.5086,0.4368
4,6,person,793.28,428.68,810.37,454.88,804.22,442.83,40.2111,22.1417,0.5055,0.9818
4,7,car,937.52,971.55,989.03,1009.61,963.19,990.26,48.1597,49.5131,0.6399,0.1234
4,8,car,545.99,509.18,603.32,557.67,572.48,534.52,28.6241,26.726,0.8409,0.9117
4,9,car,636.25,693.59,676.67,744.97,656.64,719.13,32.8318,35.9564,0.7779,0.0882
4,10,car,751.47,664.65,786.58,699.98,769.08,682.31,38.4541,34.1153,0.8104,0.0197
4,11,car,319.9,508.18,382.91,575.6,350.51,548.61,17.5254,27.4307,0.5811,2.544
4,12,car,410.3,522.96,468.3,573.79,438.55,547.96,21.9275,27.3978,0.6907,0.321
4,14,car,610.26,349.98,638.35,419.64,624.25,382.85,31.2123,19.1424,0.5377,0.7368
4,15,car,706.6,733.75,735.42,770.39,721.07,753.0,36.0533,37.65,0.5426,0.3489
4,16,car,395.33,795.32,428.63,856.12,411.93,825.62,20.5965,41.281,0.515,0.0423
4,17,car,1120.74,683.9,1151.31,741.63,1136.12,712.59,56.806,35.6294,0.5358,0.0738
4,18,car,626.88,626.98,662.63,667.57,644.6,647.05,32.2298,32.3526,0.5268,0.1377
4,19,car,759.64,245.55,784.35,287.09,771.87,266.88,38.5933,13.3441,0.4541,0.2864
4,20,motorcycle,1078.49,731.95,1093.29,759.25,1085.6,743.94,54.28,37.1971,0.414,2.5272
4,21,car,588.09,412.29,623.24,473.74,605.6,443.05,30.28,22.1524,0.5764,0.1138
5,1,person,1386.68,433.43,1399.11,458.67,1392.57,447.88,69.6286,22.394,0.7049,0.5576
5,2,person,1360.41,432.51,1372.48,458.29,1366.52,445.35,68.3261,22.2675,0.6262,0.0285
5,3,person,1322.21,436.18,1334.36,463.11,1328.2,449.54,66.4101,22.477,0.4964,0.0397
5,4,person,888.36,438.93,899.28,463.89,893.69,450.16,44.6843,22.5082,0.4996,0.3758
5,5,person,722.0,614.25,731.26,638.88,724.91,626.51,36.2457,31.3254,0.6021,0.5139
5,6,person,792.56,427.83,810.25,454.97,803.75,442.6,40.1877,22.1298,0.431,0.79
5,7,car,937.61,971.47,989.05,1009.76,963.22,990.32,48.1608,49.516,0.5893,0.0948
5,8,car,547.91,509.05,603.77,557.44,573.04,534.31,28.6521,26.7154,0.854,0.898
5,9,car,636.42,693.9,676.63,745.08,656.62,719.19,32.8309,35.9594,0.8091,0.0947
5,10,car,751.43,664.64,786.57,700.07,769.07,682.31,38.4534,34.1157,0.8308,0.0234
5,11,car,321.75,523.35,383.24,575.43,350.84,548.74,17.542,27.4372,0.6774,0.5333
5,12,car,411.33,523.82,469.91,573.94,438.9,548.11,21.9448,27.4054,0.7018,0.566
5,14,car,610.21,349.99,638.37,419.09,624.25,383.13,31.2127,19.1565,0.6184,0.4226
5,15,car,706.4,733.86,735.57,771.43,721.05,752.94,36.0526,37.647,0.5632,0.0918
5,16,car,395.36,795.47,428.77,856.11,411.95,825.65,20.5976,41.2824,0.5635,0.0542
5,17,car,1120.74,683.89,1151.47,741.82,1136.12,712.63,56.8059,35.6316,0.5711,0.0666
5,18,car,626.81,626.81,662.72,667.69,644.63,647.09,32.2315,32.3546,0.5338,0.0777
5,19,car,759.91,245.74,783.71,287.12,771.85,266.79,38.5927,13.3396,0.4545,0.1367
5,20,motorcycle,1078.79,734.23,1093.47,761.08,1085.78,745.18,54.2888,37.259,0.3243,1.8747
5,21,car,588.75,412.34,623.29,473.98,605.74,443.09,30.2869,22.1543,0.5227,0.2157
5,22,person,1047.33,462.61,1060.46,486.81,1053.9,474.71,52.6948,23.7353,0.5244,0.0
5,23,motorcycle,1383.14,452.54,1406.06,477.97,1394.6,465.25,69.7299,23.2627,0.5394,0.0
5,25,car,738.43,568.76,768.25,613.82,753.34,591.29,37.667,29.5645,0.534,0.0
5,13,truck,1186.46,931.42,1338.03,1079.44,1262.14,1005.31,63.1069,50.2656,0.5547,0.0818
6,1,person,1386.8,433.54,1399.04,457.91,1392.62,447.57,69.6311,22.3786,0.6598,0.4677
6,2,person,1360.42,432.88,1372.15,458.27,1366.49,445.38,68.3244,22.2691,0.5936,0.0697
6,3,person,1322.27,436.38,1334.35,463.41,1328.22,449.59,66.4109,22.4796,0.4359,0.0797
6,4,person,889.55,439.05,899.62,463.66,893.81,450.33,44.6907,22.5167,0.4975,0.3196
6,5,person,719.35,614.69,731.18,639.83,724.97,626.62,36.2483,31.3308,0.6186,0.1774
6,6,person,792.0,427.21,809.98,455.11,803.36,442.39,40.1679,22.1195,0.402,0.6671
6,7,car,937.62,971.35,989.05,1009.61,963.23,990.34,48.1617,49.5172,0.6656,0.0429
6,8,car,548.72,508.9,604.77,557.41,573.57,534.14,28.6785,26.7072,0.8465,0.8313
6,9,car,636.48,694.08,676.66,745.11,656.61,719.25,32.8305,35.9623,0.7931,0.0874
6,10,car,751.43,664.66,786.62,700.07,769.06,682.32,38.4531,34.1161,0.8002,0.014
6,11,car,322.89,530.84,383.78,575.38,351.2,549.37,17.5598,27.4683,0.5922,1.0775
6,12,car,411.86,523.18,470.99,574.02,439.26,548.18,21.9628,27.409,0.6764,0.5522
6,14,car,610.28,350.03,638.32,418.23,624.26,383.27,31.213,19.1636,0.7171,0.2142
6,15,car,706.32,733.88,735.39,769.02,721.02,752.73,36.0512,37.6364,0.5351,0.3222
6,16,car,395.29,795.45,429.05,856.15,411.98,825.67,20.5992,41.2835,0.5496,0.0573
6,17,car,1120.73,683.91,1151.4,742.09,1136.11,712.69,56.8055,35.6343,0.5776,0.0802
6,18,car,626.73,626.88,663.61,667.63,644.72,647.12,32.236,32.3559,0.5627,0.1414
6,19,car,759.75,245.89,783.98,287.11,771.86,266.74,38.5928,13.3372,0.4695,0.073
6,20,motorcycle,1078.8,735.68,1093.6,762.61,1085.88,746.17,54.2941,37.3086,0.4005,1.4954
6,21,car,588.34,412.12,623.2,474.38,605.75,443.13,30.2874,22.1563,0.5672,0.064
6,22,person,1049.66,463.01,1060.64,487.04,1054.52,474.87,52.7262,23.7433,0.4,0.9722
6,23,motorcycle,1382.46,451.8,1405.37,477.91,1394.26,465.05,69.7129,23.2527,0.5279,0.5917
6,25,car,737.25,567.88,767.33,616.86,752.81,591.83,37.6406,29.5916,0.4731,1.1342
6,26,person,560.0,573.62,567.96,593.27,563.98,583.45,28.199,29.1723,0.6088,0.0
6,27,car,1157.76,969.97,1179.85,990.31,1168.8,980.14,58.4401,49.0072,0.5428,0.0
6,28,car,548.59,509.21,604.65,554.63,576.62,531.92,28.831,26.5962,0.5125,0.0
6,29,motorcycle,647.31,331.56,658.21,362.56,652.76,347.06,32.638,17.353,0.4685,0.0
6,30,motorcycle,1339.71,441.2,1356.12,458.5,1347.92,449.85,67.3959,22.4926,0.3686,0.0
6,13,truck,1186.55,931.47,1338.39,1079.49,1262.2,1005.35,63.1102,50.2673,0.5796,0.1125
7,1,person,1386.87,433.78,1399.07,457.95,1392.7,447.08,69.6352,22.3542,0.6811,0.7449
7,2,person,1360.39,433.01,1372.38,458.33,1366.48,445.41,68.3239,22.2703,0.6399,0.0415
7,3,person,1322.28,436.48,1334.37,463.52,1328.25,449.66,66.4125,22.4828,0.4666,0.1076
7,4,person,887.2,439.07,900.07,464.73,893.81,450.73,44.6907,22.5364,0.4672,0.5917
7,5,person,718.28,615.12,731.04,640.42,724.74,626.84,36.2369,31.3418,0.4779,0.4741
7,6,person,791.55,426.85,809.76,455.16,802.58,442.07,40.1292,22.1036,0.4235,1.2556
7,7,car,937.65,971.33,989.27,1009.4,963.25,990.39,48.1627,49.5193,0.6365,0.0713
7,8,car,549.63,508.74,605.92,557.21,574.69,533.77,28.7347,26.6885,0.7948,1.7752
7,9,car,636.64,694.09,676.62,745.14,656.64,719.3,32.8318,35.9652,0.7773,0.094
7,10,car,751.49,664.7,786.64,700.16,769.07,682.35,38.4533,34.1174,0.7989,0.0402
7,11,car,323.06,534.35,384.68,575.25,351.82,549.27,17.5912,27.4635,0.6019,0.9542
7,12,car,412.22,529.16,470.95,575.05,439.95,548.78,21.9975,27.4388,0.6977,1.3724
7,14,car,610.33,349.98,638.29,417.04,624.29,383.52,31.2146,19.1761,0.6414,0.3774
7,15,car,706.31,733.95,735.28,768.19,720.99,752.42,36.0496,37.621,0.5226,0.4652
7,16,car,395.26,795.53,429.2,856.26,412.02,825.71,20.6012,41.2854,0.5895,0.0835
7,17,car,1120.67,684.01,1151.7,742.32,1136.12,712.79,56.8062,35.6394,0.5389,0.1544
7,18,car,626.48,627.0,663.94,667.6,644.79,647.14,32.2395,32.3572,0.5315,0.1131
7,19,car,759.43,246.09,784.78,287.29,771.89,266.74,38.5946,13.3368,0.4611,0.0547
7,20,motorcycle,1079.25,737.21,1093.86,764.35,1086.02,747.09,54.3008,37.3547,0.364,1.3974
7,21,car,588.1,411.84,623.41,474.45,605.75,443.13,30.2874,22.1565,0.4212,0.0052
7,22,person,1050.12,462.67,1060.84,487.11,1054.84,474.87,52.7421,23.7437,0.4655,0.4778
7,23,motorcycle,1382.2,450.97,1405.1,477.77,1394.06,464.82,69.7028,23.2412,0.5394,0.4585
7,25,car,736.28,566.89,766.46,616.88,752.33,591.85,37.6166,29.5925,0.5411,0.7226
7,26,person,560.31,573.36,568.12,593.62,564.1,583.47,28.2049,29.1734,0.4636,0.1805
7,27,car,1157.71,970.08,1179.74,990.44,1168.76,980.2,58.4382,49.01,0.5268,0.1029
7,28,car,549.39,509.0,606.01,554.45,577.16,531.82,28.8579,26.5912,0.5446,0.8197
7,29,motorcycle,647.33,330.11,658.34,361.55,652.8,346.45,32.6399,17.3223,0.4962,0.9232
7,30,motorcycle,1339.72,441.1,1356.13,458.58,1347.92,449.85,67.396,22.4923,0.4068,0.0085
7,13,truck,1186.6,931.38,1338.63,1079.49,1262.27,1005.36,63.1136,50.268,0.5676,0.1054
7,31,person,706.62,676.01,720.04,702.77,713.33,689.39,35.6665,34.4694,0.4892,0.0
7,32,person,1027.39,592.04,1039.68,617.49,1033.53,604.77,51.6767,30.2383,0.5728,0.0
7,33,car,1120.8,683.91,1151.38,742.05,1136.09,712.98,56.8047,35.6491,0.494,0.0
7,34,car,609.41,301.62,633.9,367.01,621.65,334.32,31.0827,16.7158,0.4483,0.0
8,1,person,1386.87,433.72,1398.97,458.86,1392.79,446.66,69.6397,22.3329,0.7069,0.6519
8,2,person,1360.4,433.18,1372.17,458.36,1366.44,445.47,68.3218,22.2736,0.6382,0.1147
8,3,person,1322.33,436.34,1334.38,463.53,1328.28,449.72,66.4141,22.4862,0.4901,0.1129
8,4,person,889.1,439.68,900.45,464.94,893.98,451.16,44.6988,22.5578,0.4181,0.6854
8,5,person,718.14,615.31,731.05,640.13,724.85,627.04,36.2426,31.3518,0.6071,0.3461
8,6,person,791.38,426.8,809.48,455.29,801.88,441.75,40.0938,22.0877,0.3549,1.1636
8,7,car,937.69,971.36,989.28,1009.26,963.3,990.42,48.1652,49.5208,0.6428,0.0865
8,8,car,551.52,508.33,606.08,556.3,575.73,533.36,28.7864,26.6682,0.7541,1.6674
8,9,car,636.76,694.16,676.6,745.05,656.62,719.39,32.8311,35.9695,0.7809,0.1303
8,10,car,751.5,664.72,786.68,700.17,769.06,682.37,38.4531,34.1184,0.7963,0.0321
8,11,car,323.64,536.5,385.22,575.28,352.42,549.32,17.6209,27.4659,0.5623,0.8931
8,12,car,413.38,526.9,471.09,574.54,440.56,549.07,22.028,27.4535,0.6799,1.0167
8,14,car,610.39,350.03,638.25,415.97,624.3,383.7,31.2148,19.1851,0.7108,0.2703
8,15,car,706.37,734.03,735.12,766.1,720.94,751.95,36.0469,37.5976,0.4954,0.704
8,16,car,395.22,795.56,429.31,856.39,412.08,825.76,20.6039,41.2881,0.5571,0.1132
8,17,car,1120.67,683.95,1151.78,742.51,1136.13,712.9,56.8065,35.645,0.5691,0.1708
8,18,car,626.36,626.99,664.2,667.56,644.92,647.18,32.2458,32.3592,0.5373,0.1974
8,19,car,759.32,246.29,785.68,287.42,772.01,266.69,38.6003,13.3346,0.5404,0.1832
8,20,motorcycle,1079.15,738.61,1094.05,765.92,1086.11,747.96,54.3057,37.3978,0.3965,1.302
8,21,car,587.88,412.06,623.31,474.03,605.72,443.12,30.2861,22.1558,0.5111,0.0446
8,22,person,1051.18,462.75,1061.11,487.43,1055.17,474.93,52.7584,23.7464,0.519,0.4938
8,23,motorcycle,1381.6,451.5,1405.01,477.35,1393.87,464.73,69.6934,23.2363,0.5779,0.3185
8,25,car,735.3,565.94,765.64,615.74,751.87,591.6,37.5933,29.5798,0.4856,0.7939
8,26,person,560.71,573.28,568.41,593.61,564.25,583.46,28.2126,29.1731,0.5208,0.2316
8,27,car,1157.65,970.11,1179.72,990.39,1168.74,980.22,58.4369,49.0108,0.5274,0.0454
8,28,car,551.65,508.45,605.82,553.1,577.68,531.48,28.8842,26.5738,0.5527,0.9463
8,29,motorcycle,647.6,328.68,658.55,359.75,652.89,345.7,32.6445,17.2851,0.4686,1.1238
8,30,motorcycle,1339.76,441.06,1356.21,458.59,1347.94,449.84,67.3971,22.492,0.4911,0.0338
8,31,person,706.43,675.84,720.13,702.74,713.3,689.34,35.6652,34.4669,0.5261,0.0841
8,32,person,1027.57,592.19,1040.09,618.08,1033.68,604.95,51.6842,30.2476,0.5701,0.3585
8,33,car,1120.85,683.94,1151.41,742.28,1136.11,713.05,56.8057,35.6523,0.5118,0.0985
8,34,car,609.6,301.73,633.91,366.85,621.7,334.3,31.0852,16.7152,0.496,0.0779
8,35,car,1060.23,496.94,1129.04,544.85,1094.64,520.9,54.7318,26.0448,0.508,0.0
9,1,person,1386.94,433.66,1399.01,459.37,1392.88,446.33,69.6438,22.3163,0.7217,0.5142
9,2,person,1360.44,433.24,1372.06,458.41,1366.39,445.54,68.3194,22.2771,0.6252,0.1295
9,3,person,1322.32,436.38,1334.38,463.58,1328.3,449.8,66.4152,22.49,0.4963,0.1196
9,4,person,886.73,440.48,900.8,465.95,893.94,451.69,44.6968,22.5845,0.4487,0.8037
9,5,person,718.62,615.91,731.03,640.15,725.03,627.22,36.2515,31.3608,0.5717,0.3794
9,6,person,791.3,426.57,808.91,455.31,801.15,441.37,40.0576,22.0687,0.3994,1.227
9,7,car,937.68,971.41,989.28,1009.35,963.36,990.44,48.1678,49.5222,0.6284,0.0883
9,8,car,552.3,507.97,607.64,556.05,576.79,533.0,28.8395,26.6498,0.841,1.6847
9,9,car,636.81,694.2,676.66,744.97,656.62,719.47,32.8308,35.9734,0.7636,0.1168
9,10,car,751.49,664.66,786.88,700.2,769.07,682.38,38.4535,34.1191,0.7787,0.0228
9,11,car,324.68,537.79,385.76,575.22,353.08,551.7,17.6541,27.5848,0.6069,3.7024
9,12,car,413.95,525.98,472.46,574.87,441.13,549.47,22.0565,27.4736,0.6699,1.0457
9,14,car,610.45,350.09,638.17,415.09,624.31,383.78,31.2153,19.1891,0.8109,0.1212
9,15,car,706.7,734.07,734.93,763.79,720.9,751.34,36.045,37.5671,0.272,0.9175
9,16,car,395.19,795.81,429.41,856.27,412.14,825.82,20.6068,41.2911,0.6176,0.1266
9,17,car,1120.69,683.84,1151.61,742.71,1136.12,713.01,56.8062,35.6507,0.5201,0.17
9,18,car,626.34,627.04,664.05,667.33,645.01,647.23,32.2504,32.3614,0.4765,0.1526
9,19,car,759.36,246.8,786.38,287.73,772.14,266.68,38.6072,13.3339,0.5963,0.2073
9,20,motorcycle,1079.18,740.41,1094.84,767.52,1086.24,748.81,54.3121,37.4407,0.5307,1.302
9,21,car,588.06,412.18,623.17,464.18,605.71,442.41,30.2853,22.1205,0.6005,1.0571
9,22,person,1051.81,463.3,1061.35,487.68,1055.45,475.04,52.7726,23.752,0.5596,0.4572
9,23,motorcycle,1381.04,451.69,1404.7,476.05,1393.67,464.55,69.6834,23.2277,0.6646,0.3942
9,25,car,734.38,565.08,764.86,614.42,751.42,591.23,37.5709,29.5614,0.4997,0.8723
9,26,person,561.0,573.37,569.02,594.19,564.44,583.54,28.2221,29.1771,0.4854,0.3075
9,27,car,1157.63,970.04,1179.75,990.24,1168.73,980.2,58.4363,49.0098,0.5169,0.0341
9,28,car,552.25,508.04,607.69,552.28,578.26,531.15,28.9128,26.5573,0.5841,0.9895
9,29,motorcycle,647.64,326.2,658.69,357.95,652.96,344.8,32.648,17.2398,0.4014,1.3637
9,30,motorcycle,1340.11,441.06,1356.26,458.64,1348.0,449.84,67.4002,22.4921,0.5518,0.092
9,31,person,706.39,676.16,720.24,702.85,713.31,689.39,35.6654,34.4697,0.5126,0.0831
9,32,person,1027.67,592.63,1040.5,618.64,1033.82,605.18,51.6909,30.259,0.6187,0.3968
9,33,car,1120.89,683.85,1151.33,742.31,1136.11,713.06,56.8056,35.6528,0.5221,0.0174
9,34,car,609.65,301.69,633.75,366.82,621.7,334.29,31.0852,16.7144,0.4537,0.0237
9,35,car,1060.54,497.81,1128.69,543.71,1094.62,520.83,54.7312,26.0415,0.3413,0.1008
9,36,car,651.07,363.35,669.57,415.14,660.32,389.25,33.016,19.4624,0.5719,0.0
10,1,person,1386.89,433.47,1399.22,460.4,1392.93,446.27,69.6466,22.3135,0.7231,0.1197
10,2,person,1360.31,433.06,1372.29,458.51,1366.36,445.62,68.3182,22.281,0.7024,0.1226
10,3,person,1322.31,436.22,1334.4,463.7,1328.32,449.86,66.4159,22.4928,0.503,0.0868
10,4,person,888.86,441.11,901.17,466.05,894.02,452.23,44.7008,22.6116,0.5268,0.823
10,5,person,718.92,616.38,731.08,640.28,725.25,627.45,36.2623,31.3724,0.59,0.4745
10,6,person,791.12,426.36,808.05,455.4,800.71,441.17,40.0357,22.0587,0.4459,0.7227
10,7,car,937.68,971.57,989.31,1009.45,963.41,990.46,48.1704,49.5232,0.6312,0.0844
10,8,car,553.98,507.35,608.9,555.47,577.89,532.65,28.8945,26.6324,0.7996,1.7307
10,9,car,636.77,694.28,676.76,744.99,656.62,719.54,32.8312,35.9772,0.762,0.116
10,10,car,750.86,664.46,787.01,700.23,769.05,682.38,38.4524,34.1191,0.8022,0.0329
10,11,car,325.14,538.55,386.35,575.29,353.79,552.64,17.6893,27.6322,0.604,1.7705
10,12,car,414.5,524.95,473.02,574.5,441.73,549.83,22.0866,27.4916,0.6463,1.0522
10,14,car,610.39,350.13,638.13,414.8,624.3,383.58,31.215,19.1789,0.8114,0.3078
10,15,car,706.61,734.11,734.82,762.67,720.85,750.66,36.0423,37.533,0.414,1.026
10,16,car,395.09,796.03,429.61,856.36,412.2,825.92,20.6098,41.2958,0.6231,0.1672
10,17,car,1120.71,683.9,1151.63,742.82,1136.13,713.09,56.8067,35.6546,0.5219,0.1188
10,18,car,626.35,626.96,663.75,667.3,645.06,647.24,32.2531,32.362,0.5103,0.0822
10,19,car,759.31,247.03,786.95,288.14,772.32,266.81,38.6162,13.3404,0.5714,0.335
10,20,motorcycle,1079.48,741.88,1095.05,769.38,1086.52,750.72,54.3261,37.5361,0.4979,2.8911
10,21,car,588.33,412.4,623.1,459.08,605.73,441.36,30.2866,22.0681,0.5797,1.5744
10,22,person,1052.28,463.26,1061.86,487.93,1055.72,475.13,52.786,23.7566,0.6588,0.4278
10,23,motorcycle,1380.41,451.55,1404.43,475.14,1393.46,464.35,69.673,23.2177,0.6726,0.4351
10,25,car,733.36,564.14,764.11,613.2,750.97,590.8,37.5485,29.5401,0.5004,0.9276
10,26,person,561.53,573.57,569.77,594.49,564.68,583.64,28.2341,29.182,0.5172,0.3913
10,27,car,1157.61,970.07,1179.88,990.31,1168.73,980.2,58.4365,49.0098,0.5621,0.006
