frame,track_id,class_name,x1,y1,x2,y2,center_x,center_y,world_x,world_y,confidence,velocity_ms
21,35,car,1074.94,496.13,1139.48,537.05,1104.44,516.45,55.2221,25.8225,0.4949,1.5122
21,36,car,650.57,353.31,668.86,404.93,659.99,381.83,32.9994,19.0917,0.4705,1.3355
21,37,person,1102.76,460.15,1114.04,481.56,1107.61,470.57,55.3805,23.5287,0.359,0.5198
21,38,car,1147.17,627.99,1171.34,672.93,1159.25,650.4,57.9626,32.5198,0.3465,0.0532
21,39,motorcycle,1373.52,475.1,1409.9,511.66,1388.1,494.66,69.4048,24.7328,0.3752,1.728
21,40,motorcycle,1421.74,435.06,1443.67,455.09,1432.73,445.31,71.6367,22.2655,0.4043,0.0684
21,42,person,1341.01,428.64,1357.11,458.86,1349.33,443.62,67.4664,22.1808,0.5405,0.1927
21,43,car,580.84,139.84,602.3,161.6,591.6,150.61,29.5801,7.5306,0.4234,0.0688
21,44,car,655.31,610.45,690.05,647.07,676.66,626.91,33.8331,31.3453,0.3759,1.9619
21,45,car,643.8,184.94,668.77,240.06,656.36,216.51,32.8178,10.8255,0.3979,1.8409
21,46,car,933.94,463.11,971.01,495.68,952.82,477.66,47.6411,23.8832,0.2816,0.6632
21,47,car,840.24,482.92,861.18,510.47,847.04,493.43,42.3522,24.6715,0.3682,1.2267
21,48,car,1474.52,490.14,1498.21,505.09,1484.98,497.7,74.2491,24.8852,0.3873,0.5191
21,13,truck,1185.55,931.36,1339.31,1079.47,1262.49,1005.41,63.1244,50.2707,0.5553,0.0221
21,49,car,580.1,598.97,603.82,616.38,591.96,607.67,29.5981,30.3836,0.4933,0.0
22,1,person,1386.94,432.76,1399.52,459.24,1393.18,447.88,69.6588,22.3941,0.6997,0.5491
22,2,person,1360.0,432.99,1372.99,459.03,1366.34,445.98,68.3171,22.2991,0.574,0.0722
22,3,person,1322.24,436.18,1334.48,464.04,1328.34,450.07,66.4168,22.5035,0.491,0.056
22,4,person,884.71,446.21,902.07,473.54,895.99,457.54,44.7995,22.877,0.3315,1.4118
22,5,person,723.92,618.72,734.01,643.09,728.03,630.24,36.4013,31.5122,0.6298,0.5893
22,6,person,791.64,421.62,804.27,457.8,798.34,439.85,39.9171,21.9925,0.4316,0.1824
22,7,car,937.67,972.27,990.24,1009.56,963.99,990.86,48.1996,49.543,0.8384,0.0496
22,8,car,566.87,500.86,621.27,546.87,590.43,526.02,29.5213,26.3012,0.8329,1.9905
22,9,car,636.11,694.49,676.91,745.75,656.68,720.12,32.8338,36.0062,0.7526,0.0927
22,10,car,751.54,664.84,787.23,700.61,769.25,682.6,38.4627,34.13,0.8232,0.1913
22,11,car,332.36,537.53,394.21,575.64,361.38,556.98,18.0688,27.8492,0.6215,0.9487
22,12,car,427.17,536.7,481.86,574.3,452.08,553.55,22.6042,27.6776,0.6257,1.5545
22,14,car,610.8,350.93,638.38,415.1,624.52,382.83,31.2261,19.1414,0.812,0.104
22,15,car,706.61,734.79,735.45,773.04,721.01,753.04,36.0506,37.6522,0.3066,0.2845
22,16,car,394.91,796.81,430.5,856.51,412.6,826.62,20.6302,41.331,0.6509,0.07
22,17,car,1120.86,684.24,1152.99,743.04,1136.5,713.66,56.8248,35.6831,0.4585,0.1649
22,18,car,626.43,627.2,662.75,666.84,644.87,644.18,32.2437,32.209,0.4176,0.6363
22,19,car,759.64,246.12,783.5,289.22,771.85,267.61,38.5927,13.3806,0.5174,0.2834
22,20,motorcycle,1082.47,763.14,1098.23,790.49,1089.63,771.58,54.4816,38.5791,0.4734,2.5492
22,21,car,589.39,412.19,623.15,459.09,606.22,438.72,30.311,21.9359,0.5702,1.2034
22,22,person,1056.72,464.36,1068.18,487.72,1061.86,475.92,53.0932,23.7958,0.4587,0.4856
22,23,motorcycle,1375.51,455.2,1400.52,473.61,1388.69,463.88,69.4344,23.1942,0.5079,0.5031
22,25,car,722.62,553.65,753.53,601.33,740.78,580.15,37.0389,29.0075,0.3862,1.8659
22,26,person,564.66,574.92,574.94,597.31,569.55,585.6,28.4773,29.2799,0.5168,0.3515
22,27,car,1157.7,970.54,1180.16,990.85,1168.87,980.65,58.4436,49.0327,0.5123,0.0467
22,28,car,566.58,500.54,621.4,547.13,590.31,525.67,29.5156,26.2834,0.3688,1.8392
22,29,motorcycle,648.81,307.36,660.49,336.47,654.43,327.2,32.7214,16.3599,0.48,2.5516
22,30,motorcycle,1339.62,440.85,1356.72,459.41,1348.15,450.13,67.4077,22.5065,0.5051,0.0251
22,31,person,707.04,675.76,721.13,702.05,714.01,689.22,35.7004,34.4612,0.5542,0.1249
22,32,person,1031.06,597.54,1044.76,621.51,1037.12,608.4,51.8558,30.4198,0.4039,0.6208
22,33,car,1121.03,684.52,1151.07,742.39,1136.02,713.51,56.8011,35.6754,0.5571,0.0225
22,34,car,609.97,302.18,633.73,367.74,621.73,334.83,31.0864,16.7414,0.4523,0.0929
22,35,car,1075.91,496.08,1140.58,536.86,1105.37,516.43,55.2685,25.8214,0.5378,1.3908
22,36,car,650.56,352.4,668.59,397.15,659.9,380.45,32.9948,19.0223,0.5174,2.0885
22,37,person,1103.48,459.94,1114.27,481.7,1107.91,470.64,55.3957,23.5318,0.3906,0.466
22,38,car,1147.19,627.99,1171.32,672.96,1159.27,650.43,57.9634,32.5213,0.3412,0.0499
22,39,motorcycle,1374.41,473.57,1412.23,511.51,1389.29,494.59,69.4647,24.7293,0.4818,1.8011
22,40,motorcycle,1421.65,434.87,1443.74,455.0,1432.73,445.25,71.6367,22.2623,0.4224,0.0956
22,42,person,1341.12,428.54,1357.02,458.89,1349.24,443.65,67.4619,22.1826,0.5326,0.1432
22,43,car,580.81,139.85,602.31,161.63,591.58,150.65,29.5791,7.5327,0.4561,0.0699
22,44,car,653.91,610.24,688.77,647.09,675.35,627.27,33.7677,31.3635,0.39,2.0372
22,45,car,643.61,182.51,669.44,238.62,656.4,215.13,32.82,10.7567,0.4956,2.0655
22,46,car,934.07,462.96,971.07,496.24,952.75,478.09,47.6376,23.9047,0.2831,0.6543
22,47,car,841.58,484.11,862.43,511.28,848.29,494.54,42.4143,24.7269,0.3471,2.4974
22,48,car,1474.78,490.13,1498.71,505.38,1485.28,497.71,74.2638,24.8857,0.3972,0.4415
22,13,truck,1185.54,931.46,1339.28,1079.48,1262.47,1005.43,63.1237,50.2714,0.6027,0.0295
22,49,car,577.59,599.4,601.36,618.91,590.72,608.41,29.5359,30.4207,0.3803,2.1735
23,1,person,1386.99,432.62,1399.55,458.75,1393.2,447.41,69.6601,22.3707,0.706,0.704
23,2,person,1360.02,432.93,1373.15,459.06,1366.37,446.01,68.3187,22.3007,0.5795,0.0659
23,3,person,1322.31,436.2,1334.45,464.07,1328.32,450.09,66.416,22.5046,0.4979,0.0415
23,4,person,884.12,447.03,900.89,474.55,895.4,458.23,44.7698,22.9113,0.378,1.3605
23,5,person,724.1,618.99,734.22,643.41,728.33,630.48,36.4163,31.5238,0.7115,0.569
23,6,person,791.37,421.36,804.0,458.28,798.24,439.79,39.9119,21.9897,0.3455,0.178
23,7,car,937.61,972.25,990.16,1009.48,963.99,990.87,48.1994,49.5436,0.811,0.0193
23,8,car,567.72,500.15,622.66,545.8,591.53,525.27,29.5763,26.2633,0.3342,2.0046
23,9,car,636.13,694.4,676.95,745.74,656.62,720.13,32.8311,36.0065,0.7456,0.0803
23,10,car,751.59,664.83,787.25,700.6,769.32,682.64,38.4662,34.1322,0.8059,0.124
23,11,car,333.88,537.47,394.98,574.21,362.11,556.79,18.1055,27.8393,0.679,1.1399
23,12,car,428.39,532.75,483.64,574.0,453.11,553.12,22.6557,27.6558,0.6263,1.6774
23,14,car,610.85,350.96,638.37,415.06,624.55,382.89,31.2273,19.1443,0.803,0.0936
23,15,car,706.66,734.85,735.34,772.33,721.03,753.18,36.0513,37.6589,0.3783,0.2029
23,16,car,394.84,796.76,430.45,856.59,412.62,826.65,20.631,41.3327,0.6796,0.0567
23,17,car,1120.87,684.18,1153.12,743.07,1136.61,713.67,56.8306,35.6833,0.4466,0.1747
23,18,car,626.37,627.2,662.66,667.31,644.78,644.97,32.2392,32.2487,0.3818,1.1984
23,19,car,759.52,246.38,783.2,288.69,771.68,267.6,38.5842,13.3799,0.5468,0.2547
23,20,motorcycle,1082.84,765.08,1098.34,791.9,1089.82,773.3,54.491,38.6649,0.4154,2.5888
23,21,car,589.35,412.03,623.09,457.16,606.23,438.27,30.3116,21.9136,0.5697,0.6683
23,22,person,1057.18,464.11,1068.49,487.66,1062.14,475.94,53.1069,23.7972,0.4362,0.4137
23,23,motorcycle,1375.09,455.44,1400.14,473.62,1388.41,464.07,69.4207,23.2033,0.5097,0.4945
23,25,car,721.8,552.79,752.82,600.33,739.91,579.26,36.9956,28.9631,0.4046,1.8597
23,26,person,565.65,575.12,575.09,596.94,569.77,585.73,28.4883,29.2866,0.4471,0.3846
23,27,car,1157.68,970.56,1180.17,990.93,1168.89,980.68,58.4445,49.0342,0.5368,0.0508
23,28,car,567.52,499.72,622.76,546.03,591.41,525.02,29.5703,26.2509,0.82,1.9085
23,29,motorcycle,648.91,306.02,660.66,336.56,654.52,325.59,32.7258,16.2797,0.3827,2.4084
23,30,motorcycle,1339.55,440.96,1356.77,459.52,1348.13,450.15,67.4065,22.5073,0.5061,0.0451
23,31,person,706.97,675.76,721.04,702.06,714.04,689.16,35.7022,34.4581,0.623,0.1086
23,32,person,1031.0,597.77,1045.09,622.12,1037.36,608.76,51.868,30.4381,0.3679,0.6601
23,33,car,1121.03,684.45,1151.01,742.41,1136.03,713.5,56.8017,35.6749,0.5333,0.0221
23,34,car,609.92,302.18,633.66,367.67,621.75,334.87,31.0877,16.7433,0.4481,0.0709
23,35,car,1076.81,495.94,1141.67,536.34,1106.35,516.34,55.3176,25.8172,0.5498,1.4794
23,36,car,650.56,351.47,668.43,391.84,659.8,378.74,32.99,18.937,0.5502,2.5632
23,37,person,1104.34,459.95,1114.67,481.73,1108.23,470.72,55.4117,23.5358,0.3449,0.4939
23,38,car,1147.19,628.02,1171.31,672.94,1159.27,650.45,57.9637,32.5225,0.336,0.0376
23,39,motorcycle,1375.26,473.11,1413.52,511.87,1390.46,494.52,69.5229,24.7261,0.4816,1.7493
23,40,motorcycle,1421.58,434.69,1443.74,454.88,1432.72,445.16,71.6362,22.2581,0.4165,0.1282
23,42,person,1341.12,428.49,1356.99,459.0,1349.16,443.69,67.4578,22.1844,0.5353,0.1348
23,43,car,580.81,139.85,602.3,161.66,591.57,150.69,29.5784,7.5346,0.3939,0.0612
23,44,car,652.58,610.15,687.24,646.91,674.01,628.05,33.7004,31.4026,0.3748,2.3368
23,45,car,643.55,180.75,669.5,237.09,656.43,213.67,32.8215,10.6834,0.3328,2.1994
23,46,car,934.4,462.98,971.14,495.81,952.71,478.32,47.6354,23.9158,0.2696,0.3408
23,47,car,842.8,485.5,863.65,512.12,849.51,495.63,42.4757,24.7816,0.3515,2.4653
23,48,car,1475.17,489.64,1500.76,505.73,1485.66,497.71,74.283,24.8855,0.4183,0.5762
23,13,truck,1185.63,931.48,1339.27,1079.47,1262.45,1005.44,63.1227,50.2722,0.622,0.0382
23,49,car,575.57,599.96,599.16,620.37,589.6,609.0,29.48,30.4499,0.4574,1.8919
23,50,person,647.72,423.62,658.82,447.3,653.27,435.46,32.6635,21.7731,0.4663,0.0
23,51,person,1294.94,572.6,1310.51,609.02,1302.73,590.81,65.1364,29.5405,0.5529,0.0
24,1,person,1387.03,432.67,1399.48,458.38,1393.22,446.9,69.6609,22.3449,0.6685,0.7728
24,2,person,1360.03,432.96,1373.16,459.11,1366.41,446.04,68.3207,22.302,0.5863,0.073
24,3,person,1322.39,436.34,1334.4,464.08,1328.32,450.12,66.4161,22.5062,0.4694,0.0476
24,4,person,883.98,447.47,900.24,475.01,894.64,458.96,44.732,22.9478,0.383,1.5773
24,5,person,724.29,619.29,734.55,643.68,728.62,630.71,36.4309,31.5353,0.662,0.5569
24,6,person,790.84,421.09,803.64,458.67,798.07,439.78,39.9035,21.9889,0.3977,0.253
24,7,car,937.51,972.19,990.11,1009.44,963.96,990.87,48.1982,49.5436,0.7931,0.0385
24,8,car,569.14,499.57,623.71,545.65,592.73,524.6,29.6367,26.2298,0.3463,2.0702
24,9,car,636.14,694.42,676.97,745.72,656.58,720.12,32.8289,36.006,0.7419,0.067
24,10,car,751.62,664.9,787.27,700.6,769.37,682.68,38.4684,34.134,0.8143,0.0841
24,11,car,334.92,537.56,395.53,574.75,362.87,556.65,18.1435,27.8327,0.7144,1.1574
24,12,car,429.52,531.76,485.05,574.22,454.13,552.98,22.7064,27.6491,0.6236,1.5334
24,14,car,610.87,350.93,638.36,415.09,624.57,382.94,31.2285,19.1469,0.8143,0.0862
24,15,car,706.62,734.88,735.32,772.56,721.02,753.44,36.0511,37.6719,0.3718,0.3879
24,16,car,394.8,796.74,430.48,856.64,412.63,826.68,20.6316,41.3341,0.6589,0.0451
24,17,car,1120.9,684.16,1153.38,742.95,1136.75,713.65,56.8373,35.6823,0.4353,0.2038
24,18,car,626.29,627.22,662.6,667.69,644.67,645.99,32.2333,32.2994,0.4268,1.5311
24,19,car,759.37,246.58,782.93,288.01,771.53,267.53,38.5764,13.3763,0.4894,0.2595
24,20,motorcycle,1083.03,766.65,1098.31,793.79,1090.0,775.05,54.5001,38.7523,0.4485,2.6365
24,21,car,589.33,411.91,623.06,455.68,606.23,437.43,30.3117,21.8716,0.5496,1.2604
24,22,person,1057.82,464.08,1068.83,487.58,1062.4,475.96,53.1198,23.7979,0.4486,0.3871
24,23,motorcycle,1374.58,455.48,1400.11,473.54,1388.15,464.23,69.4077,23.2113,0.5014,0.4562
24,25,car,720.97,552.12,752.03,599.45,739.04,578.39,36.9522,28.9196,0.4496,1.8431
24,26,person,566.35,575.33,575.15,596.63,569.98,585.83,28.4992,29.2917,0.4413,0.3628
24,27,car,1157.68,970.56,1180.2,991.08,1168.91,980.72,58.4455,49.0359,0.5378,0.0607
24,28,car,569.01,498.97,623.79,545.94,592.63,524.41,29.6315,26.2203,0.7991,2.0498
24,29,motorcycle,649.04,305.09,660.84,335.87,654.62,324.13,32.7309,16.2065,0.4262,2.2027
24,30,motorcycle,1339.46,441.04,1356.71,459.51,1348.12,450.18,67.4058,22.5088,0.4622,0.0489
24,31,person,706.9,675.73,721.03,702.09,714.06,689.1,35.7032,34.4551,0.5999,0.0958
24,32,person,1030.95,598.18,1045.35,622.54,1037.6,609.14,51.8801,30.4572,0.3455,0.6772
24,33,car,1121.04,684.43,1150.99,742.34,1136.04,713.47,56.8019,35.6736,0.5346,0.0395
24,34,car,609.94,302.2,633.61,367.57,621.77,334.89,31.0887,16.7445,0.4857,0.046
24,35,car,1077.01,495.82,1142.37,536.04,1107.28,516.31,55.364,25.8154,0.5368,1.3928
24,36,car,650.58,350.51,668.24,388.24,659.7,376.83,32.9851,18.8417,0.5559,2.8628
24,37,person,1105.01,460.04,1115.18,481.68,1108.6,470.77,55.43,23.5387,0.4033,0.5582
24,38,car,1147.19,628.06,1171.3,672.87,1159.27,650.46,57.9634,32.523,0.4477,0.0164
24,39,motorcycle,1376.22,473.06,1414.65,511.92,1391.59,494.45,69.5795,24.7223,0.3785,1.7006
24,40,motorcycle,1421.83,435.0,1443.62,454.9,1432.73,445.12,71.6363,22.2559,0.3429,0.0672
24,42,person,1341.02,428.56,1356.97,459.09,1349.1,443.73,67.4548,22.1865,0.4472,0.1109
24,43,car,580.8,139.85,602.29,161.66,591.56,150.72,29.5782,7.536,0.4056,0.0407
24,44,car,651.16,609.94,685.8,646.66,672.62,628.41,33.6312,31.4207,0.4493,2.1438
24,45,car,643.54,179.36,669.75,235.58,656.45,212.16,32.8224,10.6082,0.3958,2.2547
24,46,car,934.67,463.04,971.2,495.47,952.68,478.7,47.6338,23.9349,0.304,0.5723
24,47,car,844.01,486.73,865.03,512.94,850.75,496.7,42.5375,24.8351,0.3623,2.4528
24,48,car,1475.34,489.35,1501.77,505.72,1486.39,497.67,74.3197,24.8837,0.567,1.1009
24,13,truck,1185.64,931.59,1339.34,1079.49,1262.44,1005.46,63.1218,50.2732,0.6585,0.0402
24,49,car,573.28,600.06,596.87,621.35,588.47,609.42,29.4234,30.4712,0.3715,1.8131
24,50,person,647.79,422.99,658.61,446.51,653.23,435.11,32.6617,21.7553,0.3943,0.5383
24,51,person,1294.77,575.17,1309.36,608.75,1302.4,591.39,65.1198,29.5693,0.5906,0.9963
25,1,person,1386.97,432.72,1399.45,458.54,1393.22,446.43,69.661,22.3214,0.6532,0.7064
25,2,person,1360.12,433.06,1373.0,459.14,1366.46,446.06,68.3228,22.303,0.5567,0.0682
25,3,person,1322.4,436.25,1334.39,464.11,1328.33,450.14,66.4167,22.5072,0.4474,0.0338
25,4,person,883.87,447.56,899.66,475.41,893.76,459.7,44.6878,22.9849,0.3912,1.7316
25,5,person,724.36,619.45,734.62,643.87,728.86,630.93,36.4432,31.5465,0.7536,0.5002
25,6,person,790.49,420.75,803.32,458.97,797.85,439.77,39.8926,21.9884,0.4406,0.3283
25,7,car,937.2,972.19,990.08,1009.4,963.9,990.87,48.195,49.5436,0.7838,0.0951
25,8,car,570.27,498.64,624.4,544.92,593.95,523.88,29.6973,26.1939,0.7906,2.1129
25,9,car,636.22,694.48,676.98,745.64,656.56,720.11,32.828,36.0055,0.7276,0.0327
25,10,car,751.58,664.92,787.27,700.67,769.39,682.71,38.4696,34.1356,0.8186,0.0597
25,11,car,335.48,537.38,395.95,574.42,363.59,556.48,18.1797,27.824,0.7384,1.1174
25,12,car,430.08,535.66,485.49,574.38,455.07,553.32,22.7534,27.666,0.6313,1.5001
25,14,car,610.88,350.88,638.31,415.01,624.58,382.98,31.2292,19.1488,0.774,0.058
25,15,car,706.6,734.87,735.25,772.67,721.0,753.62,36.0502,37.6809,0.3518,0.2718
25,16,car,394.76,796.73,430.5,856.66,412.64,826.7,20.632,41.3351,0.6641,0.0322
25,17,car,1120.9,684.09,1153.26,742.74,1136.86,713.6,56.8431,35.6802,0.4488,0.1855
25,18,car,626.38,627.2,662.54,667.99,644.59,646.64,32.2296,32.3321,0.4042,0.9864
25,19,car,759.22,246.51,782.69,287.35,771.39,267.4,38.5697,13.3701,0.4701,0.2717
25,20,motorcycle,1083.44,767.63,1098.39,795.6,1090.22,776.78,54.5112,38.8389,0.3769,2.6176
25,21,car,589.32,412.02,623.03,454.12,606.23,436.37,30.3116,21.8185,0.5637,1.5939
25,22,person,1058.33,464.02,1069.07,487.56,1062.66,475.96,53.1328,23.798,0.4344,0.3887
25,23,motorcycle,1374.23,455.53,1399.17,473.37,1387.83,464.37,69.3913,23.2185,0.5795,0.5387
25,25,car,720.1,551.21,751.11,598.59,738.17,577.51,36.9083,28.8756,0.3852,1.8645
25,26,person,566.87,575.58,575.25,596.54,570.2,585.94,28.5099,29.297,0.4214,0.3588
25,27,car,1157.65,970.6,1180.15,991.22,1168.92,980.76,58.4458,49.0379,0.6047,0.0603
25,28,car,570.49,498.39,624.32,545.11,593.86,523.76,29.6932,26.1879,0.3656,2.0929
25,29,motorcycle,649.18,303.53,660.85,334.49,654.73,322.66,32.7365,16.1332,0.3479,2.2042
25,30,motorcycle,1339.41,441.15,1356.69,459.52,1348.11,450.2,67.4055,22.5101,0.5242,0.0393
25,31,person,706.92,675.77,720.97,702.12,714.07,689.05,35.7035,34.4527,0.5887,0.0704
25,32,person,1030.79,598.62,1045.34,623.06,1037.78,609.54,51.8889,30.477,0.3292,0.6496
25,33,car,1121.05,684.35,1151.04,742.19,1136.04,713.43,56.8021,35.6716,0.4919,0.0592
25,34,car,609.93,302.16,633.5,367.46,621.78,334.9,31.089,16.7448,0.5016,0.0125
25,35,car,1077.61,495.88,1143.25,536.33,1108.14,516.31,55.4068,25.8155,0.5507,1.2825
25,36,car,650.53,349.6,668.09,385.79,659.6,374.8,32.9799,18.7401,0.5304,3.051
25,37,person,1105.54,460.05,1115.65,481.62,1109.03,470.81,55.4514,23.5404,0.4488,0.6432
25,38,car,1147.17,627.99,1171.33,672.87,1159.26,650.46,57.9631,32.5229,0.3164,0.0101
25,39,motorcycle,1377.2,472.91,1415.41,511.55,1392.67,494.33,69.6333,24.7166,0.4181,1.6223
25,40,motorcycle,1421.72,434.98,1443.69,454.92,1432.72,445.05,71.636,22.2527,0.3791,0.0958
25,42,person,1340.96,428.66,1356.93,459.15,1349.05,443.77,67.4527,22.1887,0.4708,0.0908
25,43,car,580.81,139.84,602.28,161.74,591.56,150.73,29.5781,7.5367,0.3921,0.0235
25,44,car,649.78,609.82,684.44,646.36,671.26,628.49,33.5628,31.4246,0.5955,2.0561
25,45,car,643.6,177.9,670.33,234.19,656.52,210.66,32.8258,10.5329,0.3519,2.263
25,46,car,935.12,463.07,971.24,493.54,952.67,479.05,47.6337,23.9524,0.2929,0.5253
25,47,car,845.23,487.9,866.25,513.77,851.98,497.75,42.5991,24.8876,0.3178,2.4288
25,48,car,1476.34,489.5,1501.65,505.42,1487.07,497.64,74.3535,24.8818,0.4988,1.016
25,13,truck,1185.59,931.62,1339.41,1079.48,1262.43,1005.48,63.1217,50.2741,0.6366,0.0268
25,49,car,570.78,600.19,594.46,620.56,587.3,609.62,29.3649,30.4808,0.4088,1.7782
25,50,person,648.05,422.09,658.49,446.11,653.25,434.77,32.6623,21.7384,0.3626,0.5048
25,51,person,1294.41,576.13,1308.94,608.83,1302.16,591.75,65.1078,29.5875,0.6449,0.6548
26,1,person,1386.92,432.7,1399.37,458.31,1393.21,446.02,69.6607,22.301,0.6434,0.6128
26,2,person,1360.13,433.14,1372.89,459.14,1366.49,446.06,68.3246,22.3032,0.5218,0.0555
26,3,person,1322.35,436.09,1334.38,464.11,1328.35,450.14,66.4175,22.5072,0.4507,0.0248
26,4,person,883.9,447.61,898.8,475.33,893.03,460.29,44.6514,23.0143,0.3262,1.4037
26,5,person,724.5,619.54,734.59,644.07,729.08,631.15,36.4542,31.5576,0.7126,0.4675
26,6,person,790.2,420.48,803.16,459.17,797.6,439.79,39.8798,21.9894,0.3726,0.3828
26,7,car,936.85,972.22,990.1,1009.37,963.82,990.86,48.1912,49.5432,0.8114,0.1147
26,8,car,571.14,497.62,625.53,544.74,595.09,523.19,29.7545,26.1594,0.3417,2.003
26,9,car,636.32,694.47,676.97,745.63,656.56,720.1,32.828,36.0048,0.7421,0.0229
26,10,car,751.59,664.87,787.31,700.68,769.41,682.73,38.4703,34.1367,0.8184,0.0414
26,11,car,335.7,537.09,396.7,574.86,364.27,556.31,18.2133,27.8156,0.611,1.0378
26,12,car,431.13,536.77,486.25,574.49,455.99,553.91,22.7994,27.6953,0.6855,1.6361
26,14,car,610.84,350.85,638.33,414.97,624.59,382.98,31.2296,19.1491,0.82,0.015
26,15,car,706.6,734.8,735.2,770.56,720.98,753.56,36.0491,37.6782,0.4015,0.0874
26,16,car,394.71,796.71,430.49,856.66,412.64,826.7,20.6319,41.3348,0.6698,0.008
26,17,car,1120.87,684.06,1153.09,742.63,1136.95,713.55,56.8473,35.6776,0.4548,0.1478
26,18,car,626.39,627.23,662.55,668.17,644.55,647.06,32.2273,32.3532,0.4016,0.638
26,19,car,759.08,246.67,782.48,286.86,771.27,267.29,38.5633,13.3646,0.4501,0.2546
26,20,motorcycle,1083.7,769.92,1098.53,798.28,1090.47,778.58,54.5237,38.9292,0.2871,2.7366
26,21,car,589.32,412.12,623.02,453.37,606.23,435.12,30.3113,21.7561,0.5907,1.8703
26,22,person,1058.93,464.18,1069.29,487.56,1062.95,475.95,53.1477,23.7973,0.3932,0.4473
26,23,motorcycle,1373.88,455.71,1398.38,473.37,1387.47,464.46,69.3733,23.223,0.5341,0.5555
26,25,car,719.3,550.39,750.3,597.87,737.3,576.65,36.8651,28.8323,0.4218,1.8355
26,26,person,567.37,575.97,575.36,596.58,570.42,586.05,28.5212,29.3027,0.3861,0.3793
26,27,car,1157.61,970.56,1180.19,991.27,1168.92,980.79,58.4458,49.0395,0.5913,0.0473
26,28,car,570.84,497.39,625.62,545.08,595.01,523.11,29.7507,26.1554,0.7591,1.9805
26,29,motorcycle,649.16,301.95,660.9,332.9,654.83,321.2,32.7416,16.06,0.3884,2.2018
26,30,motorcycle,1339.37,441.16,1356.76,459.49,1348.12,450.23,67.4059,22.5114,0.4808,0.042
26,31,person,706.93,675.78,721.0,702.15,714.04,688.97,35.7022,34.4485,0.5245,0.1307
26,32,person,1030.77,599.28,1045.38,624.21,1037.91,610.01,51.8956,30.5006,0.3815,0.7358
26,33,car,1121.04,684.32,1151.05,742.19,1136.04,713.39,56.8021,35.6696,0.4804,0.0615
26,34,car,609.94,302.12,633.44,367.4,621.77,334.88,31.0887,16.7442,0.483,0.0213
26,35,car,1078.29,496.0,1144.06,536.38,1108.92,516.28,55.4462,25.8142,0.5183,1.184
26,36,car,650.31,348.7,668.05,390.44,659.49,373.17,32.9746,18.6585,0.5839,2.4538
26,37,person,1106.25,460.1,1116.12,481.48,1109.52,470.82,55.4761,23.541,0.3683,0.7425
26,38,car,1147.19,628.02,1171.35,672.82,1159.26,650.45,57.9629,32.5227,0.3201,0.0068
26,39,motorcycle,1378.37,472.83,1416.17,511.74,1394.07,493.01,69.7037,24.6506,0.5596,2.8962
26,40,motorcycle,1421.6,435.0,1443.71,454.77,1432.7,444.98,71.6349,22.2489,0.4098,0.1169
26,42,person,1340.81,428.66,1357.03,459.22,1349.02,443.8,67.4511,22.1902,0.3881,0.0663
26,43,car,580.81,139.85,602.27,161.8,591.56,150.75,29.5778,7.5377,0.3497,0.0286
26,44,car,648.38,609.78,683.15,646.07,669.9,628.42,33.4948,31.421,0.6316,2.044
26,45,car,643.31,176.14,670.7,232.88,656.61,209.11,32.8305,10.4554,0.4083,2.3273
26,46,car,935.38,462.99,971.28,491.96,952.79,478.96,47.6393,23.9479,0.32,0.2139
26,47,car,846.42,488.76,867.67,514.75,853.24,498.76,42.6619,24.938,0.3382,2.4149
26,48,car,1477.25,489.54,1502.66,505.48,1487.77,497.6,74.3885,24.8802,0.5676,1.0514
26,13,truck,1185.46,931.52,1339.24,1079.45,1262.44,1005.48,63.1218,50.2742,0.5788,0.0065
26,49,car,568.53,600.29,592.19,622.09,586.14,609.88,29.3071,30.4939,0.4181,1.7784
26,50,person,648.22,420.92,658.46,445.73,653.27,434.41,32.6635,21.7204,0.3645,0.5421
26,51,person,1294.19,576.26,1308.64,608.61,1301.97,591.92,65.0985,29.5961,0.6341,0.3793
26,52,person,783.27,707.89,790.88,727.04,787.08,717.47,39.3539,35.8733,0.4601,0.0
26,41,car,741.41,286.72,767.84,328.82,750.07,295.75,37.5033,14.7873,0.5438,4.8238
27,1,person,1386.93,432.63,1399.35,458.13,1393.21,445.74,69.6604,22.2872,0.6669,0.4129
27,2,person,1360.18,433.09,1372.9,459.16,1366.53,446.07,68.3264,22.3033,0.5143,0.0536
27,3,person,1322.35,435.95,1334.39,464.01,1328.37,450.12,66.4183,22.506,0.4269,0.04
27,4,person,883.38,448.48,897.15,475.73,892.31,460.84,44.6153,23.042,0.2679,1.3643
27,5,person,724.64,619.54,734.54,644.29,729.26,631.37,36.463,31.5684,0.7485,0.4183
27,6,person,789.95,420.23,803.17,459.4,797.32,439.79,39.8662,21.9896,0.3178,0.4085
27,7,car,936.45,972.22,990.09,1009.32,963.72,990.84,48.186,49.5421,0.8059,0.1594
27,8,car,572.31,496.71,626.42,544.52,596.24,522.53,29.8118,26.1264,0.3191,1.9852
27,9,car,636.41,694.5,676.95,745.64,656.58,720.09,32.8289,36.0043,0.7421,0.0287
27,10,car,751.6,664.84,787.34,700.64,769.42,682.74,38.4711,34.1372,0.8213,0.0276
27,11,car,336.34,537.07,397.49,574.99,364.93,556.18,18.2463,27.8088,0.6159,1.0109
