violation_type,frame,track_id,leader_track_id,class_name,lane,d
Lane Straddling,,17,,motorcycle,,
Lane Straddling,,32,,person,,
Lane Straddling,,33,,person,,
Lane Straddling,,53,,person,,
Lane Straddling,,56,,car,,
Lane Straddling,,68,,person,,
Lane Straddling,,82,,person,,
Lane Straddling,,86,,person,,
Lane Straddling,,87,,motorcycle,,
Lane Straddling,,110,,person,,
Lane Straddling,,112,,person,,
Lane Straddling,,124,,motorcycle,,
Lane Straddling,,132,,person,,
Lane Straddling,,134,,motorcycle,,
Lane Straddling,,142,,person,,
Lane Straddling,,151,,motorcycle,,
Lane Straddling,,180,,person,,
Lane Straddling,,182,,person,,
Lane Straddling,,193,,car,,
Lane Straddling,,226,,person,,
Lane Straddling,,260,,motorcycle,,
Lane Straddling,,268,,motorcycle,,
Lane Straddling,,271,,person,,
Lane Straddling,,278,,person,,
Lane Straddling,,282,,motorcycle,,
Lane Straddling,,283,,motorcycle,,
Lane Straddling,,300,,person,,
Lane Straddling,,322,,motorcycle,,
Lane Straddling,,329,,person,,
Tailgating,2.0,69,53.0,person,Inner,2.2829612226596523
Tailgating,2.0,55,57.0,car,Outer,2.015638898838438
Tailgating,3.0,69,53.0,person,Inner,2.2607260578543995
Tailgating,3.0,55,57.0,car,Outer,1.9525480256576577
Tailgating,4.0,55,57.0,car,Outer,1.9036725460438904
Tailgating,5.0,69,53.0,person,Inner,2.2572300455837953
Tailgating,7.0,55,57.0,car,Outer,1.8012179579328287
Tailgating,8.0,55,57.0,car,Outer,1.7570523943423997
Tailgating,9.0,69,53.0,person,Inner,2.217319549740719
Tailgating,10.0,55,57.0,car,Outer,1.8069052968071286
Tailgating,11.0,69,53.0,person,Inner,2.193836291946597
Tailgating,11.0,55,57.0,car,Outer,1.8518091720514924
Tailgating,12.0,69,53.0,person,Inner,2.1941680160898267
Tailgating,12.0,24,5.0,motorcycle,Inner,1.2787648372872458
Tailgating,12.0,55,57.0,car,Outer,1.902143116220846
Tailgating,13.0,24,5.0,motorcycle,Inner,1.2972141753729947
Tailgating,13.0,55,57.0,car,Outer,1.9562183815015692
Tailgating,14.0,24,5.0,motorcycle,Inner,1.3281917582212734
Tailgating,14.0,55,57.0,car,Outer,2.019999222311892
Tailgating,15.0,24,5.0,motorcycle,Inner,1.3610054538541034
Tailgating,15.0,55,57.0,car,Outer,2.0794993682916982
Tailgating,16.0,24,5.0,motorcycle,Inner,1.3919277556180636
Tailgating,16.0,80,81.0,car,Outer,0.0008252321843828851
Tailgating,17.0,24,5.0,motorcycle,Inner,1.4210588093923724
Tailgating,17.0,80,81.0,car,Outer,0.00612171371854109
Tailgating,18.0,24,5.0,motorcycle,Inner,1.4519884758551733
Tailgating,18.0,80,81.0,car,Outer,0.0038804342747428048
Tailgating,19.0,24,5.0,motorcycle,Inner,1.4811926917504177
Tailgating,20.0,24,5.0,motorcycle,Inner,1.5104484229480035
Tailgating,21.0,24,5.0,motorcycle,Inner,1.5523967422780045
Tailgating,22.0,24,5.0,motorcycle,Inner,1.5842573612281339
Tailgating,23.0,6,31.0,person,Inner,1.091636044870136
Tailgating,23.0,24,5.0,motorcycle,Inner,1.6055241875520714
Tailgating,24.0,24,5.0,motorcycle,Inner,1.6349213977073453
Tailgating,25.0,24,5.0,motorcycle,Inner,1.6681856585910977
Tailgating,26.0,24,72.0,motorcycle,Outer,1.8555978120756287
Tailgating,27.0,24,72.0,motorcycle,Outer,1.846001337453219
Tailgating,28.0,24,72.0,motorcycle,Outer,1.8313694351330276
Tailgating,29.0,24,72.0,motorcycle,Outer,1.8081815732395825
Tailgating,30.0,24,72.0,motorcycle,Outer,1.804909770270166
Tailgating,31.0,24,72.0,motorcycle,Outer,1.778895134807769
Tailgating,32.0,24,72.0,motorcycle,Outer,1.7633088317976269
Tailgating,33.0,81,80.0,car,Outer,0.12938830062788365
Tailgating,34.0,81,80.0,car,Outer,0.10770788856180695
Tailgating,34.0,55,57.0,car,Outer,2.132874933794303
Tailgating,35.0,112,69.0,person,Inner,3.7234489149807293
Tailgating,35.0,81,80.0,car,Outer,0.07815399119146993
Tailgating,35.0,55,57.0,car,Outer,2.0874170170949067
Tailgating,36.0,112,69.0,person,Inner,3.7459916161597793
Tailgating,36.0,108,14.0,car,Outer,0.011518072716229842
Tailgating,36.0,81,80.0,car,Outer,0.05074355814261721
Tailgating,36.0,55,57.0,car,Outer,2.023881473123357
Tailgating,37.0,112,69.0,person,Inner,3.7723776864362955
Tailgating,37.0,108,14.0,car,Outer,0.001671318874411308
Tailgating,37.0,55,57.0,car,Outer,1.9472663739210734
Tailgating,38.0,112,69.0,person,Inner,3.8045041816394867
Tailgating,38.0,108,14.0,car,Outer,0.0016818576345909923
Tailgating,38.0,55,57.0,car,Outer,1.8839618998936143
Tailgating,39.0,112,69.0,person,Inner,3.8415845112326195
Tailgating,39.0,108,14.0,car,Outer,0.0016994310908918595
Tailgating,39.0,55,57.0,car,Outer,1.811999579718954
Tailgating,40.0,112,69.0,person,Inner,3.861958748330465
Tailgating,40.0,14,108.0,car,Outer,0.009851985331525086
Tailgating,40.0,55,57.0,car,Outer,1.7669640815682375
Tailgating,41.0,112,69.0,person,Inner,3.8736319027039094
Tailgating,41.0,14,108.0,car,Outer,0.009848672456400828
Tailgating,41.0,55,57.0,car,Outer,1.730981257167612
Tailgating,42.0,112,69.0,person,Inner,3.899022565967064
Tailgating,42.0,14,108.0,car,Outer,0.01969230637020116
Tailgating,43.0,112,69.0,person,Inner,3.90782461566289
Tailgating,43.0,14,108.0,car,Outer,0.00984211218390738
Tailgating,43.0,55,57.0,car,Outer,1.7528806536134134
Tailgating,44.0,112,69.0,person,Inner,3.9195202833151814
Tailgating,44.0,14,108.0,car,Outer,0.009837355794982548
Tailgating,44.0,55,57.0,car,Outer,1.8203616154847815
Tailgating,45.0,112,69.0,person,Inner,3.9312213912056486
Tailgating,45.0,14,108.0,car,Outer,0.009832262366458223
Tailgating,45.0,55,57.0,car,Outer,1.88708969859669
Tailgating,46.0,112,69.0,person,Inner,3.937345173763784
Tailgating,46.0,108,14.0,car,Outer,0.0
Tailgating,46.0,55,57.0,car,Outer,1.9670152112819428
Tailgating,47.0,112,69.0,person,Inner,3.9490620322620766
Tailgating,47.0,108,14.0,car,Outer,0.0018812508339612296
Tailgating,47.0,55,57.0,car,Outer,2.0505923829137576
Tailgating,48.0,112,69.0,person,Inner,3.9581036753352783
Tailgating,48.0,108,14.0,car,Outer,0.0
Tailgating,48.0,55,57.0,car,Outer,2.1306085003504482
Tailgating,48.0,11,24.0,motorcycle,Outer,0.7194213375964038
Tailgating,49.0,112,69.0,person,Inner,3.9647247885642782
Tailgating,49.0,14,108.0,car,Outer,0.009811589109959573
Tailgating,49.0,80,81.0,car,Outer,0.006024388908471014
Tailgating,49.0,55,57.0,car,Outer,2.188763243148424
Tailgating,49.0,11,24.0,motorcycle,Outer,0.6336303795538083
Tailgating,50.0,112,69.0,person,Inner,3.9852871095094784
Tailgating,50.0,108,14.0,car,Outer,0.0
Tailgating,50.0,80,81.0,car,Outer,0.04305254519314169
Tailgating,50.0,11,24.0,motorcycle,Outer,0.5442419900100667
Tailgating,51.0,14,108.0,car,Outer,0.007822347059770475
Tailgating,51.0,80,81.0,car,Outer,0.05655687372080048
Tailgating,51.0,55,57.0,car,Outer,2.128589903178332
Tailgating,51.0,11,24.0,motorcycle,Outer,0.4351958926410559
Tailgating,52.0,14,108.0,car,Outer,0.009797847169616123
Tailgating,52.0,80,81.0,car,Outer,0.05261555652136085
Tailgating,52.0,55,57.0,car,Outer,2.065328137614718
Tailgating,52.0,11,24.0,motorcycle,Outer,0.32044719193624543
Tailgating,53.0,108,14.0,car,Outer,0.0
Tailgating,53.0,80,81.0,car,Outer,0.05311361055649897
Tailgating,53.0,55,57.0,car,Outer,1.9655886301607997
Tailgating,53.0,11,24.0,motorcycle,Outer,0.18658880428286895
Tailgating,54.0,14,108.0,car,Outer,0.00978799382618479
Tailgating,54.0,80,81.0,car,Outer,0.04975203152181547
Tailgating,54.0,11,24.0,motorcycle,Outer,0.07947687003015062
Tailgating,55.0,14,108.0,car,Outer,0.019565884670341895
Tailgating,55.0,11,24.0,motorcycle,Outer,0.0240071251099838
Tailgating,56.0,14,108.0,car,Outer,0.02165442441937108
Tailgating,56.0,24,11.0,motorcycle,Outer,0.020992724378057527
Tailgating,57.0,14,108.0,car,Outer,0.019541346259489313
Tailgating,57.0,55,57.0,car,Outer,1.8070588677672312
Tailgating,58.0,14,108.0,car,Outer,0.019532255957467867
Tailgating,58.0,55,57.0,car,Outer,1.8195197063769244
Tailgating,59.0,14,108.0,car,Outer,0.009760708674123928
Tailgating,59.0,55,57.0,car,Outer,1.8520336969436055
Tailgating,60.0,14,108.0,car,Outer,0.009754383945493612
Tailgating,60.0,55,57.0,car,Outer,1.9288704739469977
Tailgating,61.0,14,108.0,car,Outer,0.00974960230529578
Tailgating,61.0,118,80.0,motorcycle,Outer,0.8585884910061935
Tailgating,62.0,14,108.0,car,Outer,0.009743073776710352
Tailgating,62.0,118,80.0,motorcycle,Outer,0.8610610260120555
Tailgating,63.0,108,14.0,car,Outer,0.0
Tailgating,63.0,118,80.0,motorcycle,Outer,0.8769390297941501
Tailgating,64.0,130,10.0,car,Inner,0.00973011556913079
Tailgating,64.0,10,110.0,car,Inner,0.37728319942411953
Tailgating,64.0,53,31.0,person,Inner,0.941142268222377
Tailgating,64.0,108,14.0,car,Outer,0.0022976744267025886
Tailgating,64.0,118,80.0,motorcycle,Outer,0.8901586796763686
Tailgating,65.0,130,10.0,car,Inner,0.0
Tailgating,65.0,10,110.0,car,Inner,0.3530410921215023
Tailgating,65.0,108,14.0,car,Outer,0.0
Tailgating,65.0,118,80.0,motorcycle,Outer,0.9054828460109543
Tailgating,65.0,80,81.0,car,Outer,0.023788204656744333
Tailgating,66.0,130,10.0,car,Inner,0.009701426415830891
Tailgating,66.0,10,110.0,car,Inner,0.3090594052877291
Tailgating,66.0,53,31.0,person,Inner,0.8263854329036926
Tailgating,66.0,108,14.0,car,Outer,0.002346279921115616
Tailgating,66.0,118,80.0,motorcycle,Outer,0.9229008790051069
Tailgating,66.0,80,81.0,car,Outer,0.01776401365914256
Tailgating,66.0,11,24.0,motorcycle,Outer,0.03307495184714373
Tailgating,67.0,130,10.0,car,Inner,0.0
Tailgating,67.0,10,110.0,car,Inner,0.27724816530792973
Tailgating,67.0,53,31.0,person,Inner,0.7024133950952739
Tailgating,67.0,108,14.0,car,Outer,0.0023661797915785618
Tailgating,67.0,67,97.0,person,Outer,0.6235008076761103
Tailgating,67.0,118,80.0,motorcycle,Outer,0.9358362326641294
Tailgating,67.0,80,81.0,car,Outer,0.005595527994932903
Tailgating,67.0,11,24.0,motorcycle,Outer,0.01069537463473045
Tailgating,68.0,130,10.0,car,Inner,0.009672111760984092
Tailgating,68.0,10,110.0,car,Inner,0.23391782958351184
Tailgating,68.0,53,31.0,person,Inner,0.5502011359416074
Tailgating,68.0,108,14.0,car,Outer,0.002393449060964084
Tailgating,68.0,67,97.0,person,Outer,0.6463901363975123
Tailgating,68.0,118,80.0,motorcycle,Outer,0.9559342493633125
Tailgating,68.0,80,81.0,car,Outer,0.0129467355937351
Tailgating,68.0,57,87.0,motorcycle,Outer,1.5473221055120008
Tailgating,68.0,24,11.0,motorcycle,Outer,0.011624371567909107
Tailgating,69.0,130,10.0,car,Inner,0.00965926597421972
Tailgating,69.0,10,110.0,car,Inner,0.20036006935763442
Tailgating,69.0,53,31.0,person,Inner,0.40896831024723906
Tailgating,69.0,108,14.0,car,Outer,0.002420792241226156
Tailgating,69.0,67,97.0,person,Outer,0.6784786429312153
Tailgating,69.0,118,80.0,motorcycle,Outer,0.971366569106253
Tailgating,69.0,80,81.0,car,Outer,0.023842540774411825
Tailgating,69.0,55,57.0,car,Outer,1.8582363317993171
Tailgating,69.0,57,87.0,motorcycle,Outer,1.6160783573108002
Tailgating,69.0,24,11.0,motorcycle,Outer,0.014458421577805238
Tailgating,70.0,130,10.0,car,Inner,0.009646344203745582
Tailgating,70.0,10,110.0,car,Inner,0.16698643628043658
Tailgating,70.0,53,31.0,person,Inner,0.2513714543272415
Tailgating,70.0,108,14.0,car,Outer,0.0024500551726016583
Tailgating,70.0,67,93.0,person,Outer,0.005440344475958094
Tailgating,70.0,118,80.0,motorcycle,Outer,1.0040554318416284
Tailgating,70.0,80,81.0,car,Outer,0.029066484638112976
Tailgating,70.0,57,87.0,motorcycle,Outer,1.6706943236602816
Tailgating,70.0,24,11.0,motorcycle,Outer,0.024431468537780995
Tailgating,71.0,130,10.0,car,Inner,0.0
Tailgating,71.0,10,110.0,car,Inner,0.14779522065112974
Tailgating,71.0,53,31.0,person,Inner,0.08688514729875586
Tailgating,71.0,14,108.0,car,Outer,0.007206065718449798
Tailgating,71.0,67,93.0,person,Outer,0.0394254787713304
Tailgating,71.0,118,80.0,motorcycle,Outer,1.014919273979099
Tailgating,71.0,80,81.0,car,Outer,0.03614700844001692
Tailgating,71.0,24,11.0,motorcycle,Outer,0.024723934486961596
Tailgating,72.0,130,10.0,car,Inner,0.0
Tailgating,72.0,10,110.0,car,Inner,0.12296045391090239
Tailgating,72.0,53,30.0,person,Inner,0.5912581862134378
Tailgating,72.0,44,14.0,motorcycle,Outer,2.751166426396325
Tailgating,72.0,14,108.0,car,Outer,0.016832001643475022
Tailgating,72.0,67,93.0,person,Outer,0.07752031739692761
Tailgating,72.0,118,80.0,motorcycle,Outer,1.032476009850884
Tailgating,72.0,80,81.0,car,Outer,0.027985000229433513
Tailgating,72.0,24,11.0,motorcycle,Outer,0.036914665855596475
Tailgating,72.0,11,44.0,motorcycle,Outer,3.4307452514031875
Tailgating,73.0,130,10.0,car,Inner,0.0
Tailgating,73.0,10,110.0,car,Inner,0.09012150196449438
Tailgating,73.0,53,30.0,person,Inner,0.5341957447195643
Tailgating,73.0,44,14.0,motorcycle,Outer,2.7806801185348546
Tailgating,73.0,14,108.0,car,Outer,0.01677567913956605
Tailgating,73.0,67,93.0,person,Outer,0.11533722366984193
Tailgating,73.0,118,80.0,motorcycle,Outer,1.0453706943361618
Tailgating,73.0,80,81.0,car,Outer,0.03137501379755131
Tailgating,73.0,55,57.0,car,Outer,1.7911340992567275
Tailgating,73.0,57,87.0,motorcycle,Outer,1.6856645944093442
Tailgating,73.0,24,11.0,motorcycle,Outer,0.03697849712015674
Tailgating,73.0,11,44.0,motorcycle,Outer,3.3965839243500717
Tailgating,74.0,10,130.0,car,Inner,0.0
Tailgating,74.0,130,110.0,car,Inner,0.0680873461686535
Tailgating,74.0,44,14.0,motorcycle,Outer,2.8196179655280065
Tailgating,74.0,14,108.0,car,Outer,0.016718859300741743
Tailgating,74.0,67,93.0,person,Outer,0.13431810257686144
Tailgating,74.0,118,80.0,motorcycle,Outer,1.0673448531603917
Tailgating,74.0,80,81.0,car,Outer,0.03299454558384064
Tailgating,74.0,55,57.0,car,Outer,1.7883658511210292
Tailgating,74.0,57,87.0,motorcycle,Outer,1.6727666165645763
Tailgating,74.0,24,11.0,motorcycle,Outer,0.0370236267703537
Tailgating,74.0,11,44.0,motorcycle,Outer,3.365210413913468
Tailgating,75.0,130,10.0,car,Inner,0.0
Tailgating,75.0,10,110.0,car,Inner,0.04876857355961132
Tailgating,75.0,44,14.0,motorcycle,Outer,2.8481186783944947
Tailgating,75.0,14,108.0,car,Outer,0.028943740057144434
Tailgating,75.0,118,80.0,motorcycle,Outer,1.0802392270395549
Tailgating,75.0,80,81.0,car,Outer,0.021286921014328487
Tailgating,75.0,55,57.0,car,Outer,1.7865442703125658
Tailgating,75.0,57,87.0,motorcycle,Outer,1.6321439464936396
Tailgating,75.0,24,11.0,motorcycle,Outer,0.03912312191635305
Tailgating,75.0,11,44.0,motorcycle,Outer,3.3545936890410064
Tailgating,76.0,147,142.0,person,Inner,2.0082630822433623
Tailgating,76.0,130,10.0,car,Inner,0.0
Tailgating,76.0,10,110.0,car,Inner,0.0272544497104734
Tailgating,76.0,44,14.0,motorcycle,Outer,2.8790359027022974
Tailgating,76.0,14,108.0,car,Outer,0.02891130121045724
Tailgating,76.0,118,80.0,motorcycle,Outer,1.0859114166834023
Tailgating,76.0,80,81.0,car,Outer,0.004378223769615343
Tailgating,76.0,55,57.0,car,Outer,1.779413396589107
Tailgating,76.0,57,87.0,motorcycle,Outer,1.606532363221041
Tailgating,76.0,60,2.0,car,Outer,0.11857724595028207
Tailgating,76.0,24,11.0,motorcycle,Outer,0.04120415700754035
Tailgating,76.0,11,44.0,motorcycle,Outer,3.353647109792166
Tailgating,77.0,147,142.0,person,Inner,1.9746125368165093
Tailgating,77.0,130,10.0,car,Inner,0.0
Tailgating,77.0,10,110.0,car,Inner,0.008516974754990787
Tailgating,77.0,44,14.0,motorcycle,Outer,2.9176998428513516
Tailgating,77.0,14,108.0,car,Outer,0.019255337473585033
Tailgating,77.0,118,80.0,motorcycle,Outer,1.0733650507192338
Tailgating,77.0,80,81.0,car,Outer,0.010866908128881247
Tailgating,77.0,57,87.0,motorcycle,Outer,1.580795277384389
Tailgating,77.0,60,2.0,car,Outer,0.31473891096666234
Tailgating,77.0,24,11.0,motorcycle,Outer,0.041204086130455085
Tailgating,77.0,11,44.0,motorcycle,Outer,3.354875073246799
Tailgating,78.0,147,142.0,person,Inner,1.9723934316673242
Tailgating,78.0,10,130.0,car,Inner,0.0
Tailgating,78.0,44,14.0,motorcycle,Outer,2.9466962835884227
Tailgating,78.0,14,108.0,car,Outer,0.009618074872256884
Tailgating,78.0,118,80.0,motorcycle,Outer,1.047085112755961
Tailgating,78.0,80,81.0,car,Outer,0.013698627305696716
Tailgating,78.0,57,87.0,motorcycle,Outer,1.557974252552242
Tailgating,78.0,60,2.0,car,Outer,0.5385181354773658
Tailgating,78.0,24,11.0,motorcycle,Outer,0.03141967755818675
Tailgating,78.0,11,151.0,motorcycle,Outer,2.6033031765100043
Tailgating,79.0,147,142.0,person,Inner,1.9577666660567346
Tailgating,79.0,10,130.0,car,Inner,0.0
Tailgating,79.0,44,14.0,motorcycle,Outer,2.9764986951588455
Tailgating,79.0,14,108.0,car,Outer,0.009609374229527333
Tailgating,79.0,118,80.0,motorcycle,Outer,1.0218164575251814
Tailgating,79.0,80,81.0,car,Outer,0.03176832251828215
Tailgating,79.0,90,86.0,car,Outer,0.3325860972558286
Tailgating,79.0,60,2.0,car,Outer,0.7899486260879313
Tailgating,79.0,24,11.0,motorcycle,Outer,0.13412982213451868
Tailgating,79.0,11,151.0,motorcycle,Outer,2.599325445506704
Tailgating,80.0,147,142.0,person,Inner,1.9361309815167476
Tailgating,80.0,10,130.0,car,Inner,0.0
Tailgating,80.0,44,14.0,motorcycle,Outer,3.0054342217746663
Tailgating,80.0,14,108.0,car,Outer,0.0
Tailgating,80.0,144,97.0,person,Outer,0.6717111670885435
Tailgating,80.0,118,80.0,motorcycle,Outer,0.9874718073079706
Tailgating,80.0,80,81.0,car,Outer,0.04793615360974787
Tailgating,80.0,90,86.0,car,Outer,0.3305769832206332
Tailgating,80.0,60,2.0,car,Outer,1.034978690255871
Tailgating,80.0,24,11.0,motorcycle,Outer,0.2796423846713547
Tailgating,80.0,11,151.0,motorcycle,Outer,2.6020574622374872
Tailgating,81.0,147,142.0,person,Inner,1.925038270235217
Tailgating,81.0,10,130.0,car,Inner,0.0
Tailgating,81.0,44,14.0,motorcycle,Outer,3.0238461234528713
Tailgating,81.0,14,108.0,car,Outer,0.009588746308805267
Tailgating,81.0,144,97.0,person,Outer,0.6961881933086616
Tailgating,81.0,118,80.0,motorcycle,Outer,0.9550271531867984
Tailgating,81.0,55,57.0,car,Outer,2.01998750312682
Tailgating,81.0,60,2.0,car,Outer,1.293562071589803
Tailgating,81.0,24,11.0,motorcycle,Outer,0.47991286158171287
Tailgating,81.0,11,151.0,motorcycle,Outer,2.6072830937601226
Tailgating,82.0,147,142.0,person,Inner,1.8966475196999801
Tailgating,82.0,10,130.0,car,Inner,0.0
Tailgating,82.0,44,14.0,motorcycle,Outer,3.0524148251254757
Tailgating,82.0,14,108.0,car,Outer,0.0
Tailgating,82.0,144,97.0,person,Outer,0.7250277285757173
Tailgating,82.0,118,80.0,motorcycle,Outer,0.9211201768053513
Tailgating,82.0,55,57.0,car,Outer,2.0969293192113962
Tailgating,82.0,60,2.0,car,Outer,1.551649576098609
Tailgating,82.0,24,11.0,motorcycle,Outer,0.6943052784513728
Tailgating,82.0,11,151.0,motorcycle,Outer,2.61087646550191
Tailgating,83.0,147,142.0,person,Inner,1.8802938544719383
Tailgating,83.0,10,130.0,car,Inner,0.0
Tailgating,83.0,44,14.0,motorcycle,Outer,3.068758775491666
Tailgating,83.0,14,108.0,car,Outer,0.0
Tailgating,83.0,118,80.0,motorcycle,Outer,0.8931848573174621
Tailgating,83.0,55,57.0,car,Outer,2.1607131906627077
Tailgating,83.0,60,2.0,car,Outer,1.6803925076374815
Tailgating,83.0,24,11.0,motorcycle,Outer,0.9374097657148938
Tailgating,83.0,11,151.0,motorcycle,Outer,2.6164277193201353
Tailgating,84.0,130,10.0,car,Inner,0.0
Tailgating,84.0,44,108.0,motorcycle,Outer,3.0886006186073014
Tailgating,84.0,108,14.0,car,Outer,0.0
Tailgating,84.0,147,93.0,person,Outer,0.26709760783094716
Tailgating,84.0,118,80.0,motorcycle,Outer,0.8744702567880085
Tailgating,84.0,60,2.0,car,Outer,1.7517459826069768
Tailgating,84.0,24,11.0,motorcycle,Outer,1.185721248115007
Tailgating,84.0,11,151.0,motorcycle,Outer,2.6109119858680323
Tailgating,85.0,10,130.0,car,Inner,0.006183829485464433
Tailgating,85.0,151,44.0,motorcycle,Outer,0.43035438875646115
Tailgating,85.0,44,108.0,motorcycle,Outer,3.1047110694596585
Tailgating,85.0,108,14.0,car,Outer,0.00955036681418863
Tailgating,85.0,147,93.0,person,Outer,0.23306412515441066
Tailgating,85.0,118,80.0,motorcycle,Outer,0.8527051328115884
Tailgating,85.0,60,2.0,car,Outer,1.7781537230980267
Tailgating,85.0,24,11.0,motorcycle,Outer,1.4316370046399047
Tailgating,85.0,11,151.0,motorcycle,Outer,2.6044238714056025
Tailgating,86.0,10,130.0,car,Inner,0.009436996900329928
Tailgating,86.0,151,44.0,motorcycle,Outer,0.4190357628644814
Tailgating,86.0,44,14.0,motorcycle,Outer,3.1423025578144728
Tailgating,86.0,14,108.0,car,Outer,0.0
Tailgating,86.0,147,93.0,person,Outer,0.19038129619488492
Tailgating,86.0,24,11.0,motorcycle,Outer,1.5886886395415978
Tailgating,86.0,11,151.0,motorcycle,Outer,2.6084073423312897
Tailgating,87.0,10,130.0,car,Inner,0.0
Tailgating,87.0,44,108.0,motorcycle,Outer,3.179245739730793
Tailgating,87.0,108,14.0,car,Outer,0.009529893825962452
Tailgating,87.0,14,119.0,car,Outer,3.9873336285530736
Tailgating,87.0,24,11.0,motorcycle,Outer,1.666239695286914
Tailgating,87.0,11,151.0,motorcycle,Outer,2.6113281580781686
Tailgating,88.0,10,130.0,car,Inner,0.0
Tailgating,88.0,44,108.0,motorcycle,Outer,3.206478128971418
Tailgating,88.0,108,14.0,car,Outer,0.009520622297303043
Tailgating,88.0,14,119.0,car,Outer,3.949670066669997
Tailgating,88.0,24,11.0,motorcycle,Outer,1.7151736680109715
Tailgating,88.0,11,151.0,motorcycle,Outer,2.6179713566526672
Tailgating,89.0,130,10.0,car,Inner,0.0034036494243431786
Tailgating,89.0,44,108.0,motorcycle,Outer,3.2258173818941125
Tailgating,89.0,108,14.0,car,Outer,0.006424693322769529
Tailgating,89.0,14,119.0,car,Outer,3.92967404200801
Tailgating,89.0,55,57.0,car,Outer,2.121473347582443
Tailgating,89.0,11,151.0,motorcycle,Outer,2.6119163034525497
Tailgating,90.0,10,130.0,car,Inner,0.0
Tailgating,90.0,44,108.0,motorcycle,Outer,3.261065293872183
Tailgating,90.0,108,14.0,car,Outer,0.009500111987415355
Tailgating,90.0,14,119.0,car,Outer,3.895528010827619
Tailgating,90.0,55,57.0,car,Outer,2.066690869934541
Tailgating,90.0,11,151.0,motorcycle,Outer,2.6164877140071114
Tailgating,91.0,10,130.0,car,Inner,0.0
Tailgating,91.0,44,108.0,motorcycle,Outer,3.288480326523286
Tailgating,91.0,108,14.0,car,Outer,0.009488049084812008
Tailgating,91.0,14,119.0,car,Outer,3.85687680501163
Tailgating,91.0,93,144.0,person,Outer,0.10224366588510002
Tailgating,91.0,55,57.0,car,Outer,1.9897157871962903
Tailgating,91.0,11,151.0,motorcycle,Outer,2.6218465029565388
Tailgating,92.0,10,130.0,car,Inner,0.0
Tailgating,92.0,53,30.0,person,Inner,0.12767691682190943
Tailgating,92.0,44,108.0,motorcycle,Outer,3.3355603960880944
Tailgating,92.0,108,14.0,car,Outer,0.003200019810342489
Tailgating,92.0,14,119.0,car,Outer,3.8264169822724474
Tailgating,92.0,93,147.0,person,Outer,0.0027697297602988467
Tailgating,92.0,55,57.0,car,Outer,1.9074651538137708
Tailgating,92.0,11,151.0,motorcycle,Outer,2.6364987046751365
Tailgating,93.0,130,10.0,car,Inner,0.003551812585048819
Tailgating,93.0,44,108.0,motorcycle,Outer,3.3627040874034324
Tailgating,93.0,108,14.0,car,Outer,0.0032365899051452736
Tailgating,93.0,14,119.0,car,Outer,3.7918691842757086
Tailgating,93.0,93,147.0,person,Outer,0.04733147438435134
Tailgating,93.0,55,57.0,car,Outer,1.8343200591281426
Tailgating,93.0,11,151.0,motorcycle,Outer,2.6421245698711724
Tailgating,94.0,10,130.0,car,Inner,0.0
Tailgating,94.0,44,14.0,motorcycle,Outer,3.391771785491168
Tailgating,94.0,14,108.0,car,Outer,0.009447437838734725
Tailgating,94.0,108,119.0,car,Outer,3.7608922131990115
Tailgating,94.0,93,147.0,person,Outer,0.12426127425837796
Tailgating,94.0,147,144.0,person,Outer,0.0830797693010435
Tailgating,94.0,55,57.0,car,Outer,1.785772001526093
Tailgating,94.0,11,151.0,motorcycle,Outer,2.6364326027439775
Tailgating,95.0,130,10.0,car,Inner,0.003613437915866752
Tailgating,95.0,151,44.0,motorcycle,Outer,0.41316782277975883
Tailgating,95.0,44,14.0,motorcycle,Outer,3.4170154716691408
Tailgating,95.0,14,108.0,car,Outer,0.009432083992515668
Tailgating,95.0,108,119.0,car,Outer,3.725343485934138
Tailgating,95.0,93,147.0,person,Outer,0.1877364827299582
Tailgating,95.0,147,144.0,person,Outer,0.05008141293546308
Tailgating,95.0,11,151.0,motorcycle,Outer,2.6512136725732
Tailgating,96.0,10,130.0,car,Inner,0.0
Tailgating,96.0,151,44.0,motorcycle,Outer,0.40194355741297444
Tailgating,96.0,44,14.0,motorcycle,Outer,3.463490709778941
Tailgating,96.0,14,108.0,car,Outer,0.0
Tailgating,96.0,108,119.0,car,Outer,3.699020677137658
Tailgating,96.0,147,144.0,person,Outer,0.0262690875213099
Tailgating,96.0,11,151.0,motorcycle,Outer,2.6564138271171602
Tailgating,97.0,10,130.0,car,Inner,0.0
Tailgating,97.0,151,44.0,motorcycle,Outer,0.4023572225496657
Tailgating,97.0,44,14.0,motorcycle,Outer,3.497745253284377
Tailgating,97.0,14,108.0,car,Outer,0.0
Tailgating,97.0,108,119.0,car,Outer,3.6770464835730112
Tailgating,97.0,147,118.0,person,Outer,1.684250263503605
Tailgating,97.0,11,151.0,motorcycle,Outer,2.6495666014050085
Tailgating,98.0,10,130.0,car,Inner,0.003723312251858822
Tailgating,98.0,151,44.0,motorcycle,Outer,0.39165908034177904
Tailgating,98.0,44,108.0,motorcycle,Outer,3.5239004446735094
Tailgating,98.0,108,14.0,car,Outer,0.009392548213489359
Tailgating,98.0,14,119.0,car,Outer,3.650431305369912
Tailgating,98.0,147,118.0,person,Outer,1.6461240458858322
